ID,Name,Description,CLTS_BIPA,CLTS_Name
w_u02A2u02B7,ʢʷ,labialized voiced epiglottal fricative consonant,,
ie_u0069u025Bu0303,iɛ̃,from unrounded close front to nasalized unrounded open-mid front diphthong,,
hkj_u02B0u006Bu02B2,ʰkʲ,pre-aspirated palatalized voiceless velar stop consonant,,
z_u0292,ʒ,voiced post-alveolar sibilant fricative consonant,,
b_u02BCu0062,ʼb,pre-glottalized voiced bilabial stop consonant,,
kx_u006Bu0078u02D0u02BC,kxːʼ,long voiceless velar ejective affricate consonant,,
bj_u03B2u02B2,βʲ,palatalized voiced bilabial fricative consonant,,
nkh_u207Fu006Bu02B0,ⁿkʰ,pre-nasalized aspirated voiceless velar stop consonant,,
i_u0069u031Eu0303,ĩ̞,lowered nasalized unrounded close front vowel,,
tshw_u0074u032Au0073u032Au02B0u02B7,t̪s̪ʰʷ,labialized aspirated voiceless dental sibilant affricate consonant,,
yae_u0079u00E6,yæ,from rounded close front to unrounded near-open front diphthong,,
n_u006Eu033Au032A,n̺̪,voiced apical dental nasal consonant,,
aw_u0061u026Fu0303,aɯ̃,from unrounded open front to nasalized unrounded close back diphthong,,
s_u0073u0347,s͇,voiceless alveolar fricative consonant,,
n_u006Eu033A,n̺,voiced apical alveolar nasal consonant,,
w_u0077u0259,wə,from non-syllabic rounded close back to unrounded mid central diphthong,,
tjh_u0074u02B2u02B0,tʲʰ,palatalized aspirated voiceless alveolar stop consonant,,
a_u0061u02E4u02D0,aˤː,long pharyngealized unrounded open front vowel,,
hn_u02B1u006E,ʱn,pre-breathy-aspirated voiced alveolar nasal consonant,,
i_u0268u0339u02D0,ɨ̹ː,long more-rounded unrounded close central vowel,,
kj_u006Bu02B2u02BC,kʲʼ,palatalized voiceless velar ejective stop consonant,,
ue_u0075u025Bu0303,uɛ̃,from rounded close back to nasalized unrounded open-mid front diphthong,,
i_u0069u0320,i̠,retracted unrounded close front vowel,,
rj_u027Eu0325u02B2,ɾ̥ʲ,palatalized devoiced voiced alveolar tap consonant,,
ts_u0074u0283u02D0u02BC,tʃːʼ,long voiceless post-alveolar ejective sibilant affricate consonant,,
htc_u02B0u0074u0255,ʰtɕ,pre-aspirated voiceless alveolo-palatal sibilant affricate consonant,,
hdz_u02B1u0064u0291,ʱdʑ,pre-breathy-aspirated voiced alveolo-palatal sibilant affricate consonant,,
dz_u0064u0347u007Au0347,d͇z͇,voiced alveolar affricate consonant,,
rj_u0072u02B2u02D0,rʲː,palatalized long voiced alveolar trill consonant,,
th_u03B8u02BC,θʼ,voiceless dental ejective fricative consonant,,
s_u0073u02BC,sʼ,voiceless alveolar ejective sibilant fricative consonant,,
dz_u0028u0064u007Au032Au0029,(dz̪),voiced dental sibilant affricate consonant,,
kwh_u006Bu02D0u02B7u02B0,kːʷʰ,labialized aspirated long voiceless velar stop consonant,,
d_u0064u032Au0325,d̪̥,devoiced voiced dental stop consonant,,
ou_u0254u028Au032F,ɔʊ̯,from rounded open-mid back to non-syllabic rounded near-close near-back diphthong,,
u_u0075u02E4u02D0,uˤː,long pharyngealized rounded close back vowel,,
zw_u0292u02B7,ʒʷ,labialized voiced post-alveolar sibilant fricative consonant,,
r_u027Bu030A,ɻ̊,voiceless retroflex approximant consonant,,
ie_u0069u032Fu025B,i̯ɛ,from non-syllabic unrounded close front to unrounded open-mid front diphthong,,
ntjh_u207Fu0074u02B2u02B0,ⁿtʲʰ,pre-nasalized palatalized aspirated voiceless alveolar stop consonant,,
l_u026Cu032A,ɬ̪,voiceless dental lateral fricative consonant,,
tsh_u0074u032Au0073u032Au02B0,t̪s̪ʰ,aspirated voiceless dental sibilant affricate consonant,,
tsh_u0074u0073u02B0u02E4,tsʰˤ,pharyngealized aspirated voiceless alveolar sibilant affricate consonant,,
khw_u03C7u02D0u02B7,χːʷ,labialized long voiceless uvular fricative consonant,,
ts_u0074u032Au0073u032A,t̪s̪,voiceless dental sibilant affricate consonant,,
ey_u025Eu028Fu032F,ɞʏ̯,from rounded open-mid central to non-syllabic rounded near-close near-front diphthong,,
z_u0028u0292u0029,(ʒ),voiced post-alveolar sibilant fricative consonant,,
tl_u0074u026Cu02D0,tɬː,long voiceless alveolar lateral affricate consonant,,
fg_u0066u02E0,fˠ,velarized voiceless labio-dental fricative consonant,,
w_u026Fu0330,ɯ̰,creaky unrounded close back vowel,,
ur_u0075u02DEu02E4,u˞ˤ,rhotacized pharyngealized rounded close back vowel,,
f_u0278,ɸ,voiceless bilabial fricative consonant,,
ea_u0065u0061u0324,ea̤,from unrounded close-mid front to breathy unrounded open front diphthong,,
e_u0065u031E,e̞,unrounded mid front vowel,,
tj_u0074u02B2,tʲ,palatalized voiceless alveolar stop consonant,,
tshw_u0074u0073u02B0u02B7,tsʰʷ,labialized aspirated voiceless alveolar sibilant affricate consonant,,
ntsh_u207Fu0074u0283u02B0,ⁿtʃʰ,pre-nasalized aspirated voiceless post-alveolar sibilant affricate consonant,,
ts_u0074u0073u02D0,tsː,long voiceless alveolar sibilant affricate consonant,,
o_u0254u0330u02D0,ɔ̰ː,long creaky rounded open-mid back vowel,,
n_u006Eu0325u032A,n̥̪,voiced apical dental nasal consonant,,
er_u0258u02DE,ɘ˞,rhotacized unrounded close-mid central vowel,,
ei_u025Bu026A,ɛɪ,from unrounded open-mid front to unrounded near-close near-front diphthong,,
ar_u0061u02DEu02D0,a˞ː,long rhotacized unrounded open front vowel,,
khj_u03C7u02B2,χʲ,palatalized voiceless uvular fricative consonant,,
h_u029C,ʜ,voiceless epiglottal fricative consonant,,
ea_u0065u0061,ea,from unrounded close-mid front to unrounded open front diphthong,,
th_u0074u033Au02B0,t̺ʰ,aspirated voiceless apical alveolar stop consonant,,
o_u006Fu02D0,oː,long rounded close-mid back vowel,,
io_u0069u0303u006Fu0303,ĩõ,from nasalized unrounded close front to nasalized rounded close-mid back diphthong,,
hj_u02B1u025F,ʱɟ,pre-breathy-aspirated voiced palatal stop consonant,,
oi_u00F8u026A,øɪ,from rounded close-mid front to unrounded near-close near-front diphthong,,
hwtc_u02B0u02B7u0074u0255,ʰʷtɕ,pre-labialized voiceless alveolo-palatal sibilant affricate consonant,,
l_u006Cu032A,l̪,voiced dental lateral approximant consonant,,
_u0294u0303,ʔ̃,nasalized voiceless glottal stop consonant,,
ts_u0074u033Au0283u033A,t̺ʃ̺,voiceless apical post-alveolar sibilant affricate consonant,,
sw_u0282u02B7,ʂʷ,labialized voiceless retroflex sibilant fricative consonant,,
rh_u0072u02B0,rʰ,aspirated voiced alveolar trill consonant,,
e_u025Bu0330,ɛ̰,creaky unrounded open-mid front vowel,,
ir_u0069u02DE,i˞,rhotacized unrounded close front vowel,,
ts_u0074u0073u033B,ts̻,voiceless laminal alveolar sibilant affricate consonant,,
ai_u0061u026A,aɪ,from unrounded open front to unrounded near-close near-front diphthong,,
s_u0283u02D0u02D0,ʃːː,long voiceless post-alveolar sibilant fricative consonant,,
dz_u0064u007Au02D0,dzː,long voiced alveolar sibilant affricate consonant,,
ej_u025Cu006A,ɜj,from unrounded open-mid central to non-syllabic unrounded close front diphthong,,
w_u0077u0259u0303,wə̃,from non-syllabic rounded close back to nasalized unrounded mid central diphthong,,
qwj_u0071u02BCu02B7u02B2,qʼʷʲ,palatalized labialized voiceless uvular ejective stop consonant,,
qwj_u0071u02B7u02B2,qʷʲ,palatalized labialized voiceless uvular stop consonant,,
ao_u0061u006F,ao,from unrounded open front to rounded close-mid back diphthong,,
dh_u0256u02B0,ɖʰ,aspirated voiced retroflex stop consonant,,
oj_u006Fu0303u006A,õj,from nasalized rounded close-mid back to non-syllabic unrounded close front diphthong,,
kxh_u006Bu0078u02D0u02B0,kxːʰ,aspirated long voiceless velar affricate consonant,,
tsw_u0074u033Au0283u033Au02B7,t̺ʃ̺ʷ,labialized voiceless apical post-alveolar sibilant affricate consonant,,
nq_u207Fu0071,ⁿq,pre-nasalized voiceless uvular stop consonant,,
tsw_u0074u0283u02B7,tʃʷ,labialized voiceless post-alveolar sibilant affricate consonant,,
lj_u006Cu02B2u02D0,lʲː,palatalized long voiced alveolar lateral approximant consonant,,
ie_u0069u0303u0065u0303,ĩẽ,from nasalized unrounded close front to nasalized unrounded close-mid front diphthong,,
wa_u026Fu0061,ɯa,from unrounded close back to unrounded open front diphthong,,
h_u0068u02D0,hː,long voiceless glottal fricative consonant,,
o_u006Fu0324,o̤,breathy rounded close-mid back vowel,,
s_u02BCu0283,ʼʃ,pre-glottalized voiceless post-alveolar sibilant fricative consonant,,
hk_u02B0u006Bu02D0,ʰkː,pre-aspirated long voiceless velar stop consonant,,
htj_u02B0u0074u02B2,ʰtʲ,pre-aspirated palatalized voiceless alveolar stop consonant,,
i_u0069u032F,i̯,non-syllabic unrounded close front vowel,,
u_u0289u031F,ʉ̟,advanced rounded close central vowel,,
oa_u006Fu032Fu0061u0308,o̯ä,from non-syllabic rounded close-mid back to centralized unrounded open front diphthong,,
tshj_u0074u032Au0073u032Au02B0u02B2,t̪s̪ʰʲ,palatalized aspirated voiceless dental sibilant affricate consonant,,
s_u0283u031E,ʃ̞,lowered voiceless post-alveolar sibilant fricative consonant,,
u_u0075u0324u0303u02D0,ṳ̃ː,long nasalized breathy rounded close back vowel,,
oe_u0153u0320,œ̠,retracted rounded open-mid front vowel,,
ei_u0065u026Au0303,eɪ̃,from unrounded close-mid front to nasalized unrounded near-close near-front diphthong,,
f_u0066u02D0u02D0,fːː,long voiceless labio-dental fricative consonant,,
qhw_u0071u02B0u02B7,qʰʷ,labialized aspirated voiceless uvular stop consonant,,
kjh_u006Bu02B2u02B0,kʲʰ,palatalized aspirated voiceless velar stop consonant,,
ntsh_u207Fu0288u0282u02B0,ⁿʈʂʰ,pre-nasalized aspirated voiceless retroflex sibilant affricate consonant,,
yo_u0079u00F8,yø,from rounded close front to rounded close-mid front diphthong,,
ju_u006Au0075u02D0,juː,from non-syllabic unrounded close front to long rounded close back diphthong,,
i_u0069u0324,i̤,breathy unrounded close front vowel,,
aei_u00E6u0303u0069,æ̃i,from nasalized unrounded near-open front to unrounded close front diphthong,,
o_u0254u031Fu031Cu0303u02D0,ɔ̟̜̃ː,long advanced less-rounded nasalized rounded open-mid back vowel,,
h_u0127,ħ,voiceless pharyngeal fricative consonant,,
u_u0289u02D0,ʉː,long rounded close central vowel,,
m_u02C0u006D,ˀm,pre-glottalized voiced bilabial nasal consonant,,
oo_u006Fu006Fu032F,oo̯,long non-syllabic rounded close-mid back vowel,,
g_u0067u030A,g̊,devoiced voiced velar stop consonant,,
aeu_u00E6u0075,æu,from unrounded near-open front to rounded close back diphthong,,
r_u0072u031D,r̝,raised voiced alveolar trill consonant,,
ngj_u014Bu02B2,ŋʲ,palatalized voiced velar nasal consonant,,
u_u0075u032F,u̯,non-syllabic rounded close back vowel,,
ia_u0069u0303u0061u0303,ĩã,from nasalized unrounded close front to nasalized unrounded open front diphthong,,
m_u02BCu006D,ʼm,pre-glottalized voiced bilabial nasal consonant,,
tswj_u0074u032Au0073u032Au02B7u02B2,t̪s̪ʷʲ,palatalized labialized voiceless dental sibilant affricate consonant,,
kr_u006Bu02DE,k˞,,,
ngj_u014Bu02B2u02D0,ŋʲː,palatalized long voiced velar nasal consonant,,
ar_u0061u02DEu02E4,a˞ˤ,rhotacized pharyngealized unrounded open front vowel,,
c_u0063u0327u02D0,çː,long voiceless palatal sibilant fricative consonant,,
zw_u007Au02B7,zʷ,labialized voiced alveolar sibilant fricative consonant,,
s_u0073u0302,ŝ,voiceless post-alveolar sibilant fricative consonant,,
ai_u0250u026A,ɐɪ,from unrounded near-open central to unrounded near-close near-front diphthong,,
uo_u0075u032Fu006Fu0303,u̯õ,from non-syllabic rounded close back to nasalized rounded close-mid back diphthong,,
o_u0275,ɵ,rounded close-mid central vowel,,
hwsh_u02B0u02B7u0282u02B0,ʰʷʂʰ,pre-labialized aspirated voiceless retroflex sibilant fricative consonant,,
hd_u02B1u0064,ʱd,pre-breathy-aspirated voiced alveolar stop consonant,,
o_u0254u031D,ɔ̝,raised rounded open-mid back vowel,,
r_u0072u0325,r̥,devoiced voiced alveolar trill consonant,,
o_u00F8u0303u02D0,ø̃ː,long nasalized rounded close-mid front vowel,,
wo_u0077u0254u0303,wɔ̃,from non-syllabic rounded close back to nasalized rounded open-mid back diphthong,,
yu_u0079u0075,yu,from rounded close front to rounded close back diphthong,,
y_u0028u0079u02D0u0029,(yː),long rounded close front vowel,,
u_u0075u0303,ũ,nasalized rounded close back vowel,,
bj_u0062u02B2u02D0,bʲː,palatalized long voiced bilabial stop consonant,,
i_u026Au0259,ɪə,from unrounded near-close near-front to unrounded mid central diphthong,,
ts_u0074u033Au0073u033A,t̺s̺,voiceless apical alveolar sibilant affricate consonant,,
dzh_u0064u0292u02B1,dʒʱ,breathy voiced post-alveolar sibilant affricate consonant,,
q_u0071u02BC,qʼ,voiceless uvular ejective stop consonant,,
c_u0063u031F,c̟,advanced voiceless palatal stop consonant,,
e_u025Eu031Cu0303u02D0,ɞ̜̃ː,long less-rounded nasalized rounded open-mid central vowel,,
o_u0254u0324,ɔ̤,breathy rounded open-mid back vowel,,
ee_u0065u025B,eɛ,from unrounded close-mid front to unrounded open-mid front diphthong,,
iuo_u0069u032Fu0075u006F,i̯uo,,,
dr_u0256u027D,ɖɽ,with-trilled-release voiced retroflex stop consonant,,
e_u0065u0324,e̤,breathy unrounded close-mid front vowel,,
e_u025Bu02D0,ɛː,long unrounded open-mid front vowel,,
u_u0264u02D1,ɤˑ,mid-long unrounded close-mid back vowel,,
f_u0066u02D0,fː,long voiceless labio-dental fricative consonant,,
br_u0062u02DE,b˞,,,
ie_u0069u025B,iɛ,from unrounded close front to unrounded open-mid front diphthong,,
hz_u02B1u0290,ʱʐ,pre-breathy-aspirated voiced retroflex sibilant fricative consonant,,
tsw_u0074u0073u02BCu02B7,tsʼʷ,labialized voiceless alveolar ejective sibilant affricate consonant,,
oe_u0276,ɶ,rounded open front vowel,,
nj_u006Eu02B2,nʲ,palatalized voiced alveolar nasal consonant,,
uu_u0289u0075,ʉu,from rounded close central to rounded close back diphthong,,
u_u028Au0303u02D0,ʊ̃ː,long nasalized rounded near-close near-back vowel,,
ng_u014Bu0325,ŋ̥,devoiced voiced velar nasal consonant,,
iu_u026Au032Fu0075u031E,ɪ̯u̞,from non-syllabic unrounded near-close near-front to lowered rounded close back diphthong,,
kh_u03C7u02E4,χˤ,pharyngealized voiceless uvular fricative consonant,,
u_u028A,ʊ,rounded near-close near-back vowel,,
lj_u006Cu032Au02B2,l̪ʲ,palatalized voiced dental lateral approximant consonant,,
gw_u0262u02B7,ɢʷ,labialized voiced uvular stop consonant,,
lh_u006Cu032Au02B1,l̪ʱ,breathy voiced dental lateral approximant consonant,,
e_u025Cu0339,ɜ̹,more-rounded unrounded open-mid central vowel,,
npjh_u207Fu0070u02B2u02B0,ⁿpʲʰ,pre-nasalized palatalized aspirated voiceless bilabial stop consonant,,
uei_u0075u0065u0069,uei,,,
a_u0251u031Du031F,ɑ̝̟,advanced raised unrounded open back vowel,,
_u0294u0319,ʔ̙,voiceless glottal stop consonant,,
e_u025Bu0303,ɛ̃,nasalized unrounded open-mid front vowel,,
i_u0268,ɨ,unrounded close central vowel,,
we_u0077u0065,we,from non-syllabic rounded close back to unrounded close-mid front diphthong,,
ai_u0061u0303u0069u0303,ãĩ,from nasalized unrounded open front to nasalized unrounded close front diphthong,,
hwts_u02B0u02B7u0074u0073,ʰʷts,pre-labialized voiceless alveolar sibilant affricate consonant,,
r_u027Bu02E4,ɻˤ,pharyngealized voiced retroflex approximant consonant,,
o_u006Fu031Eu02D0,o̞ː,long rounded mid back vowel,,
gh_u0067u02B1,gʱ,breathy voiced velar stop consonant,,
z_u007Au0320,z̠,retracted voiced alveolar sibilant fricative consonant,,
aei_u00E6u026Au032F,æɪ̯,from unrounded near-open front to non-syllabic unrounded near-close near-front diphthong,,
t_u0074u033Au02BC,t̺ʼ,voiceless apical alveolar ejective stop consonant,,
o_u0275u0303,ɵ̃,nasalized rounded close-mid central vowel,,
i_u0069u0303,ĩ,nasalized unrounded close front vowel,,
b_u0253,ɓ,voiced bilabial implosive consonant,,
tgh_u0074u032Au02E0u02B0,t̪ˠʰ,velarized aspirated voiceless dental stop consonant,,
tl_u0074u032Au026Cu02BC,t̪ɬʼ,voiceless dental ejective lateral affricate consonant,,
z_u0290u033B,ʐ̻,voiced laminal retroflex sibilant fricative consonant,,
w_u0294u02B7,ʔʷ,labialized voiceless glottal stop consonant,,
d_u0064,d,voiced alveolar stop consonant,,
r_u027B,ɻ,voiced retroflex approximant consonant,,
ntrh_u207Fu0288u027Du02B0,ⁿʈɽʰ,pre-nasalized with-trilled-release voiceless retroflex stop consonant,,
u_u0289u0303u02D0,ʉ̃ː,long nasalized rounded close central vowel,,
uoe_u0075u0153,uœ,from rounded close back to rounded open-mid front diphthong,,
l_u006Cu032Au030A,l̪̊,devoiced voiced dental lateral approximant consonant,,
e_u0065u0303,ẽ,nasalized unrounded close-mid front vowel,,
hz_u02B1u007A,ʱz,pre-breathy-aspirated voiced alveolar sibilant fricative consonant,,
lw_u026Cu02B7,ɬʷ,labialized voiceless alveolar lateral fricative consonant,,
qkh_u0071u03C7u02D0u02BC,qχːʼ,long voiceless uvular ejective affricate consonant,,
ts_u0074u0073u0302u02BC,tŝʼ,voiceless post-alveolar ejective sibilant affricate consonant,,
au_u0251u028A,ɑʊ,from unrounded open back to rounded near-close near-back diphthong,,
s_u02BCu0073,ʼs,pre-glottalized voiceless alveolar sibilant fricative consonant,,
kj_u006Bu02BCu02B2,kʼʲ,palatalized voiceless velar ejective stop consonant,,
s_u0073u0329,s̩,syllabic voiceless alveolar sibilant fricative consonant,,
zj_u007Au02B2,zʲ,palatalized voiced alveolar sibilant fricative consonant,,
tlh_u0074u026Cu02D0u02B0,tɬːʰ,aspirated long voiceless alveolar lateral affricate consonant,,
ntsh_u207Fu0074u032Au0073u032Au02B0,ⁿt̪s̪ʰ,pre-nasalized aspirated voiceless dental sibilant affricate consonant,,
m_u006Du0020,m ,voiced bilabial nasal consonant,,
aw_u0061u0303u0077u0303,ãw̃,from nasalized unrounded open front to non-syllabic nasalized rounded close back diphthong,,
ng_u207Fu0067,ⁿg,pre-nasalized voiced velar stop consonant,,
kw_u006Bu02D0u02B7,kːʷ,labialized long voiceless velar stop consonant,,
q_u0071,q,voiceless uvular stop consonant,,
rj_u0072u032Au02B2,r̪ʲ,palatalized voiced dental trill consonant,,
ua_u0075u0061u0303,uã,from rounded close back to nasalized unrounded open front diphthong,,
ei_u0065u0069u032F,ei̯,from unrounded close-mid front to non-syllabic unrounded close front diphthong,,
yoe_u0079u0303u0153u02D0,ỹœː,from nasalized rounded close front to long rounded open-mid front diphthong,,
au_u0061u0075u032F,au̯,from unrounded open front to non-syllabic rounded close back diphthong,,
a_u0061u0259,aə,from unrounded open front to unrounded mid central diphthong,,
au_u0250u028A,ɐʊ,from unrounded near-open central to rounded near-close near-back diphthong,,
e_u0028u025Bu02D0u0029,(ɛː),long unrounded open-mid front vowel,,
ch_u0063u02D0u02B0,cːʰ,aspirated long voiceless palatal stop consonant,,
i_u0268u0303,ɨ̃,nasalized unrounded close central vowel,,
u_u0289u0330,ʉ̰,creaky rounded close central vowel,,
oi_u00F8u0069,øi,from rounded close-mid front to unrounded close front diphthong,,
s_u0073u02D0,sː,long voiceless alveolar sibilant fricative consonant,,
jo_u006Au0254,jɔ,from non-syllabic unrounded close front to rounded open-mid back diphthong,,
dz_u0064u033Au007Au033Au02D0,d̺z̺ː,long voiced apical alveolar sibilant affricate consonant,,
ou_u0254u0303u028Au032Fu0303,ɔ̃ʊ̯̃,from nasalized rounded open-mid back to non-syllabic nasalized rounded near-close near-back diphthong,,
kwj_u006Bu02BCu02B7u02B2,kʼʷʲ,palatalized labialized voiceless velar ejective stop consonant,,
g_u0067,g,voiced velar stop consonant,,
o_u006Fu0306,ŏ,ultra-short rounded close-mid back vowel,,
dh_u0064u032Au0324u02B1,d̪̤ʱ,breathy voiced dental stop consonant,,
iu_u0069u0075,iu,from unrounded close front to rounded close back diphthong,,
a_u0251u031F,ɑ̟,advanced unrounded open back vowel,,
oj_u006Fu006A,oj,from rounded close-mid back to non-syllabic unrounded close front diphthong,,
d_u0064u02D0,dː,long voiced alveolar stop consonant,,
sj_u0028u0073u02B2u0029,(sʲ),palatalized voiceless alveolar sibilant fricative consonant,,
lg_u026Cu02E0,ɬˠ,velarized voiceless alveolar lateral fricative consonant,,
i_u0268u031Fu02D0,ɨ̟ː,long advanced unrounded close central vowel,,
o_u006Fu0303u02D0,õː,long nasalized rounded close-mid back vowel,,
e_u025E,ɞ,rounded open-mid central vowel,,
ia_u0069u0250,iɐ,from unrounded close front to unrounded near-open central diphthong,,
e_u0258,ɘ,unrounded close-mid central vowel,,
ye_u0079u025C,yɜ,from rounded close front to unrounded open-mid central diphthong,,
gw_u0067u02D0u02B7,gːʷ,labialized long voiced velar stop consonant,,
pg_u0070u02E0,pˠ,velarized voiceless bilabial stop consonant,,
iou_u0069u006Fu0075,iou,,,
w_u026Fu0303u02D0,ɯ̃ː,long nasalized unrounded close back vowel,,
hts_u02B0u0074u0073,ʰts,pre-aspirated voiceless alveolar sibilant affricate consonant,,
nts_u207Fu0074u0283,ⁿtʃ,pre-nasalized voiceless post-alveolar sibilant affricate consonant,,
ai_u0250u0069u032F,ɐi̯,from unrounded near-open central to non-syllabic unrounded close front diphthong,,
ia_u0268u0324u0250,ɨ̤ɐ,from breathy unrounded close central to unrounded near-open central diphthong,,
lj_u006Cu0325u02B2u02D0,l̥ʲː,palatalized long devoiced voiced alveolar lateral approximant consonant,,
kw_u006Bu02B7,kʷ,labialized voiceless velar stop consonant,,
a_u0061u02D0u0303,aː̃,long nasalized unrounded open front vowel,,
d_u0064u0325u02D0,d̥ː,long devoiced voiced alveolar stop consonant,,
lh_u006Cu02B1,lʱ,breathy voiced alveolar lateral approximant consonant,,
e_u025Bu0324u0303u02D0,ɛ̤̃ː,long nasalized breathy unrounded open-mid front vowel,,
e_u025Eu031Cu02D0,ɞ̜ː,long less-rounded rounded open-mid central vowel,,
rg_u027Eu032Au02E0,ɾ̪ˠ,velarized voiced dental tap consonant,,
l_u026Bu0325,ɫ̥,velarized devoiced voiced alveolar lateral approximant consonant,,
o_u0275u02D0,ɵː,long rounded close-mid central vowel,,
s_u0073u0320u033B,s̠̻,retracted voiceless laminal alveolar sibilant fricative consonant,,
uo_u028Au032Fu0254,ʊ̯ɔ,from non-syllabic rounded near-close near-back to rounded open-mid back diphthong,,
w_u0270,ɰ,voiced velar approximant consonant,,
j_u0284,ʄ,voiced palatal implosive consonant,,
a_u0061u0324u0303u02D0,ã̤ː,long nasalized breathy unrounded open front vowel,,
u_u0264u031Fu0324u02D0,ɤ̟̤ː,long advanced breathy unrounded close-mid back vowel,,
ii_u0268u0069u032F,ɨi̯,from unrounded close central to non-syllabic unrounded close front diphthong,,
z_u007Au0325,z̥,devoiced voiced alveolar sibilant fricative consonant,,
wi_u0077u0069,wi,from non-syllabic rounded close back to unrounded close front diphthong,,
o_u0254u031Eu0303,ɔ̞̃,lowered nasalized rounded open-mid back vowel,,
a_u0250,ɐ,unrounded near-open central vowel,,
ie_u026Au0303u025B,ɪ̃ɛ,from nasalized unrounded near-close near-front to unrounded open-mid front diphthong,,
zj_u0290u02B2,ʐʲ,palatalized voiced retroflex sibilant fricative consonant,,
ng_u207Fu0262,ⁿɢ,pre-nasalized voiced uvular stop consonant,,
jy_u006Au0079,jy,voiced labio-palatal approximant consonant,,
tsj_u0074u0073u02B2u02D0,tsʲː,palatalized long voiceless alveolar sibilant affricate consonant,,
r_u027Du0303,ɽ̃,nasalized voiced retroflex tap consonant,,
ie_u026Au025Bu02D0,ɪɛː,from unrounded near-close near-front to long unrounded open-mid front diphthong,,
l_u026D,ɭ,voiced retroflex lateral approximant consonant,,
ia_u0069u0324u0061,i̤a,from breathy unrounded close front to unrounded open front diphthong,,
gr_u0067u02DE,g˞,,,
uoe_u0289u0153u0320,ʉœ̠,from rounded close central to retracted rounded open-mid front diphthong,,
a_u0061u0308u02D0,äː,long centralized unrounded open front vowel,,
ua_u0075u0250,uɐ,from rounded close back to unrounded near-open central diphthong,,
lj_u006Cu02B2u02D0u02D0,lʲːː,palatalized long voiced alveolar lateral approximant consonant,,
u_u028Au0308,ʊ̈,rounded near-close central vowel,,
e_u0065u031Eu02D0,e̞ː,long unrounded mid front vowel,,
u_u028Au02E4u02D0,ʊˤː,long pharyngealized rounded near-close near-back vowel,,
aei_u00E6u02D0u0069,æːi,from long unrounded near-open front to unrounded close front diphthong,,
cc_u0063u0063u0327,cç,voiceless palatal affricate consonant,,
oe_u0028u0153u0029,(œ),rounded open-mid front vowel,,
o_u006Fu031Fu02D0,o̟ː,long advanced rounded close-mid back vowel,,
u_u0264u02D0u02D0,ɤːː,long unrounded close-mid back vowel,,
n_u006Eu02D0,nː,long voiced alveolar nasal consonant,,
wu_u0028u026Fu032Fu0264u031Eu0029,(ɯ̯ɤ̞),from non-syllabic unrounded close back to unrounded mid back diphthong,,
kj_u006Bu02B2,kʲ,palatalized voiceless velar stop consonant,,
r_u027Eu0320,ɾ̠,retracted voiced alveolar tap consonant,,
b_u0062u0325,b̥,devoiced voiced bilabial stop consonant,,
dz_u0064u007Au0302,dẑ,voiced post-alveolar sibilant affricate consonant,,
sj_u0282u02B2,ʂʲ,palatalized voiceless retroflex sibilant fricative consonant,,
bj_u03B2u02B2u02D0,βʲː,palatalized long voiced bilabial fricative consonant,,
_u0294u02BC,ʔʼ,voiceless glottal ejective stop consonant,,
ndr_u207Fu0256u027D,ⁿɖɽ,pre-nasalized with-trilled-release voiced retroflex stop consonant,,
a_u0251u02D0,ɑː,long unrounded open back vowel,,
r_u027Fu0330,ɿ̰,creaky unrounded close with-friction back vowel,,
e_u0028u0065u031Eu02D0u0029,(e̞ː),long unrounded mid front vowel,,
ye_u0079u0065,ye,from rounded close front to unrounded close-mid front diphthong,,
d_u0064u033B,d̻,voiced laminal alveolar stop consonant,,
i_u0069u0330,ḭ,creaky unrounded close front vowel,,
y_u028Fu0303u02D0,ʏ̃ː,long nasalized rounded near-close near-front vowel,,
d_u00F0u02E4,ðˤ,pharyngealized voiced dental fricative consonant,,
yo_u0079u032Fu00F8,y̯ø,from non-syllabic rounded close front to rounded close-mid front diphthong,,
i_u0259u0069,əi,from unrounded mid central to unrounded close front diphthong,,
sh_u0282u02B0,ʂʰ,aspirated voiceless retroflex sibilant fricative consonant,,
r_u0072u02D0u02D0,rːː,long voiced alveolar trill consonant,,
g_u02BCu0261,ʼɡ,pre-glottalized voiced velar stop consonant,,
a_u0259u0252,əɒ,from unrounded mid central to rounded open back diphthong,,
l_u006Cu02D0u02D0,lːː,long voiced alveolar lateral approximant consonant,,
e_u025Eu031Cu0330,ɞ̜̰,less-rounded creaky rounded open-mid central vowel,,
tc_u0074u0063u0327,tç,voiceless alveolo-palatal sibilant affricate consonant,,
d_u00F0,ð,voiced dental fricative consonant,,
oe_u0254u0065,ɔe,from rounded open-mid back to unrounded close-mid front diphthong,,
t_u0074u033B,t̻,voiceless laminal alveolar stop consonant,,
dj_u00F0u02B2,ðʲ,palatalized voiced dental fricative consonant,,
yi_u0079u0069u0303,yĩ,from rounded close front to nasalized unrounded close front diphthong,,
z_u007Au032Au02E4,z̪ˤ,pharyngealized voiced dental sibilant fricative consonant,,
t_u0074,t,voiceless alveolar stop consonant,,
o_u0254u031Fu031Cu02D0,ɔ̟̜ː,long advanced less-rounded rounded open-mid back vowel,,
sw_u0073u02B7,sʷ,labialized voiceless alveolar sibilant fricative consonant,,
